siteID,ELEV_MEAN_M_BASIN,ELEV_MAX_M_BASIN,ELEV_MIN_M_BASIN,ELEV_MEDIAN_M_BASIN,ELEV_STD_M_BASIN,ELEV_SITE_M,RRMEAN,SLOPE_PCT,ASPECT_DEGREES,PPTAVG_BASIN,PPTAVG_SITE,T_AVG_BASIN,T_AVG_SITE,T_MAX_BASIN,T_MAXSTD_BASIN,T_MAX_SITE,T_MIN_BASIN,T_MINSTD_BASIN,T_MIN_SITE,RH_BASIN,RH_SITE,PET,SNOW_PCT_PRECIP,PRECIP_SEAS_IND,JAN_PPT7100_CM,FEB_PPT7100_CM,MAR_PPT7100_CM,APR_PPT7100_CM,MAY_PPT7100_CM,JUN_PPT7100_CM,JUL_PPT7100_CM,AUG_PPT7100_CM,SEP_PPT7100_CM,OCT_PPT7100_CM,NOV_PPT7100_CM,DEC_PPT7100_CM,JAN_TMP7100_DEGC,FEB_TMP7100_DEGC,MAR_TMP7100_DEGC,APR_TMP7100_DEGC,MAY_TMP7100_DEGC,JUN_TMP7100_DEGC,JUL_TMP7100_DEGC,AUG_TMP7100_DEGC,SEP_TMP7100_DEGC,OCT_TMP7100_DEGC,NOV_TMP7100_DEGC,DEC_TMP7100_DEGC,STREAMS_KM_SQ_KM,MAINSTEM_SINUOUSITY,BFI_AVE,TOPWET,CONTACT,RUNAVE7100,WB5100_JAN_MM,WB5100_FEB_MM,WB5100_MAR_MM,WB5100_APR_MM,WB5100_MAY_MM,WB5100_JUN_MM,WB5100_JUL_MM,WB5100_AUG_MM,WB5100_SEP_MM,WB5100_OCT_MM,WB5100_NOV_MM,WB5100_DEC_MM,WB5100_ANN_MM,DEVNLCD06,FORESTNLCD06,PLANTNLCD06,WATERNLCD06,RIP100_DEV,RIP100_FOREST,RIP100_PLANT,RIP100_11,AWCAVE,PERMAVE,BDAVE,OMAVE,WTDEPAVE,ROCKDEPAVE,CLAYAVE,SILTAVE,SANDAVE,KFACT_UP,RFACT,GEOL_REEDBUSH_DOM_PCT
s6401,247.8,727,27,192,152.8,34,0.315,3.3,150.3,83.11,93.69,20.03,21.6,26.87,0.889,27.9,13.72,1.162,15.5,66,73,1076.9,0,0.13,4.38,4.82,4.95,7.01,10.83,10.64,5.05,6.57,8.41,9.39,6.13,4.92,10.56,12.63,16.46,20.57,24.15,27.32,28.63,28.68,26,21.22,15.7,11.63,0.61,1.96,32.4,12.2,521,79.6,8.6,10.1,7.2,7.8,10,8.5,4.3,4.3,6.6,8.5,7.5,8.2,91.8,15.98,21.62,24.66,0.67,10.92,20.46,18.79,1.95,0.13,1.46,1.47,1.56,5.83,46.41,37.5,37.55,24.95,0.26,289.31,100
s6403,237.5,735,0,167,178.8,1,0.323,3,143.1,88.19,104.12,19.87,21.3,26.66,0.886,26.6,13.62,1.342,16.8,66.6,76,1068,0,0.118,4.91,5.17,5.35,7.22,11.62,10.95,5.33,6.73,8.9,9.94,6.64,5.43,10.4,12.44,16.23,20.36,23.97,27.17,28.55,28.6,25.86,21.09,15.55,11.49,0.6,2.2,33.6,12.29,704.6,127,9.9,12.5,8.9,9.9,11.9,10.4,5.2,4.7,7.1,9.7,8.8,9.9,108.9,10.62,22.86,24.98,0.7,7.63,22.52,18.53,2.4,0.13,1.48,1.46,1.45,5.73,47.27,37.37,37.45,25.18,0.27,295.78,94.3
s6416,599,738,368,622,89.7,372,0.624,11.9,180.4,81.77,76.15,17.87,19.3,25.53,0.473,26.8,11.15,0.553,12.7,59.1,60,956.5,0,0.198,3.23,4.29,4.84,6.09,9.88,10.68,6.26,8.58,8.54,9.85,5.22,4.29,8.55,10.62,14.45,18.79,22.63,25.85,27.12,26.95,24.06,19.12,13.3,9.32,0.68,1.44,48.8,11.21,317.2,55.2,6,7,6.5,7.1,7.7,9.4,4.9,5.5,5.9,7.3,6.2,7.4,80.8,2.27,47.01,0.11,0.1,3.2,34.34,0.16,0.48,0.11,0.5,1.44,2.77,6,20.43,44.53,44.51,10.96,0.2,257.83,100
s6494,2782.2,4335,1847,2691,450.9,1854,0.376,15.5,70.9,53.08,31.56,4.05,8.2,12.13,3.138,18.2,-4.43,1.96,0.3,53.1,49,439.3,35.5,0.066,3.45,3.47,5.46,4.41,4,2.73,5.46,6.58,4.63,4.6,4.69,3.6,-6.98,-4.98,-1.56,2.79,7.65,12.4,15.09,14.12,10.62,5.25,-1.45,-6.05,0.59,1.77,64,11.32,165.4,145,2.1,1.2,2.8,10.4,24.4,27.3,27.7,24.2,17.4,15.8,8.7,4.3,166.2,1.3,38.62,5.69,0.23,1.81,32.73,5.2,0.79,0.1,4.1,1.4,0.75,5.62,50.08,19.68,37.87,42.45,0.17,32.13,65.7
s6559,1925.2,3973,1314,1852,409.1,1324,0.23,7.5,126.4,45.62,35.84,10.69,13.9,19.14,3.036,23,2.19,2.143,5.9,49.6,51,651.8,9.9,0.334,1.89,1.64,2.49,2.46,3.86,4.38,7.35,7.98,5.03,3.65,2.82,2.07,0.24,2.33,5.36,9.69,14.5,19.45,21.52,20.51,16.99,11.42,4.98,0.89,0.52,1.89,40.2,11.52,216.4,14,0.6,0.6,2,3.3,5.3,5.1,6.6,8.6,5.2,4.3,2.6,1.1,45.5,0.78,25.95,0.16,0.15,0.74,31.77,0.41,0.5,0.13,1.82,1.41,0.39,5.98,42.32,24.67,36.29,39.04,0.26,54.07,99.6
s6598,3426.8,4004,2907,3430,226.2,2919,0.474,35.6,27.7,91.9,73.72,0.09,0,5.8,1.654,9.8,-7.29,1.579,-5.8,56.3,56,341,64.3,0.145,8.84,7.72,9.83,11.42,9.19,5.17,6.24,6.41,5.25,5.34,8.41,7.68,-9.97,-8.88,-6.62,-2.7,2.41,7.37,10.76,9.84,5.97,0.63,-6.08,-9.21,0.6,1.17,63.4,9.55,2.7,146,7.3,3.8,1.5,3.5,44.2,100.3,137.3,129.2,91,59.1,29.8,14.6,621.6,5.23,43.54,0,0,9.28,55.22,0,0,0.08,8.65,1.43,0.85,5.16,49.57,12.08,32.89,55.02,0.1,53.18,100
s6604,3185,3745,2651,3176,260.1,2651,0.488,25.1,285.5,78.61,54.88,1.73,1.5,7.63,1.938,11,-5.54,1.57,-7.3,53.3,60,379.9,56.9,0.145,6.99,6.37,8.49,10.35,8.05,4.34,5.91,5.43,4.51,4.52,6.95,6.63,-8.52,-7.31,-4.96,-0.99,4.06,8.93,12.27,11.29,7.36,2.13,-4.54,-7.79,0.79,1.11,64,9.43,6.9,144.4,3,1.8,1.1,13.2,74.3,111.9,97.9,58.9,35.2,25.1,12.8,6.6,441.8,0.07,71.08,0,0.03,0.31,92.95,0,0,0.07,6.77,1.48,0.5,5.41,50.49,11.39,31.75,56.86,0.12,46.56,82.8
s6606,3065.7,4068,2521,3039,334.4,2538,0.352,23.6,352,70.69,48.37,1.16,0.6,8.41,2.263,11,-6.03,1.507,-6.8,56.4,67,370.9,57.3,0.119,6.29,5.68,7.26,8.57,7.29,4.23,5.59,5.23,4.49,4.11,6.05,5.72,-8.56,-7.29,-4.74,-0.55,4.56,9.37,12.68,11.66,7.75,2.52,-4.22,-7.83,0.67,1.23,63.3,10.5,7.8,146.6,2.9,1.5,0.8,8,54.3,86.9,85,60,38.1,25.1,12.7,6.2,381.4,1.87,70.43,0.44,0.14,2.67,71.94,0.66,0.45,0.09,6.3,1.45,0.5,5.28,52.91,15.7,29.44,54.86,0.15,39.53,77.9
s6620,2647.4,3333,2291,2629,186.8,2297,0.342,13.4,133.4,61.74,31.54,2.67,3.5,10.37,1.11,12.5,-5.51,0.57,-5.9,56.5,60,415.5,52.9,0.141,7.01,5.18,6.03,5.9,5.93,3.26,4.38,3.56,3.68,4.72,5.72,6.54,-8.57,-7.14,-3.51,1.42,6.57,11.17,14.47,13.58,9.23,3.91,-3.38,-7.95,0.75,1.74,59.7,10.83,153.4,147,1.2,0.6,2.5,18.7,59.7,53.7,39.8,24.1,14.4,10.1,5.6,2.6,233,0.9,38.35,2.3,0.24,2.09,25.12,5.89,0.64,0.12,2.57,1.37,0.5,5.86,54.46,26.24,37.1,36.66,0.23,28.32,74.8
s6636,2928.4,4344,2226,2870,396.1,2248,0.332,23,36.3,61.53,34.29,1.75,3.1,9.04,2.367,13,-6.04,1.271,-5.3,56.3,56,388.8,52.9,0.092,5.58,4.9,6.07,6.76,6.29,3.76,4.94,4.58,4.01,4.23,5.35,5.05,-8.93,-7.63,-4.44,0.13,5.27,9.88,13.14,12.18,8.18,2.91,-4.16,-8.24,0.8,1.8,66.3,10.44,56.6,177.8,1.9,0.9,0.8,7.1,40.9,57.3,53.8,37.8,24.5,16.6,8.2,4,254,1.5,53.74,1.77,1.28,2.51,47.5,3.65,2.62,0.1,4.89,1.41,0.77,5.62,53.04,19.09,32.92,47.99,0.18,29.7,56.7
s6643,3289.5,4190,2644,3299,241.4,2672,0.418,26,315.6,59.14,47.36,0.33,1.6,7.64,1.723,11,-7.03,0.707,-6.2,56.1,57,349.4,62.8,0.066,5.39,4.77,6.1,6.2,5.02,3.07,5.52,5.53,3.77,3.91,5.09,4.81,-9.5,-8.39,-5.76,-1.59,3.51,8.3,11.39,10.34,6.59,1.52,-5.45,-8.92,0.48,1.32,66,9.88,8.3,215.5,2.3,1,0.5,2.2,31,73.8,76.3,51.3,30.3,19,9.5,4.6,301.8,0.92,65.04,0,0.43,2.28,65.45,0,0.02,0.07,6.58,1.47,0.6,5.34,50.39,11.54,32.23,56.23,0.12,29.04,86.9
s6659,3134.1,4053,2361,3147,312.6,2360,0.457,34,255,70.96,46.07,0.81,3,8.86,2.062,12.5,-6.13,1.235,-5.2,57.2,57,360.6,60.2,0.115,6.99,6.05,7.32,7.84,6.26,3.63,5.54,4.79,4.52,5.02,6.66,6.42,-8.86,-7.79,-4.75,-0.34,4.69,9.2,12.44,11.52,7.57,2.4,-4.63,-8.35,0.64,1.32,63,9.82,5.2,214.4,2.8,1.6,1.4,12.8,65.1,98.9,86.5,51.4,30.1,21.4,11.6,5.9,389.4,3.64,64.6,0.04,0.1,12.07,59.71,0.17,0.43,0.08,5.96,1.48,0.78,5.51,51.89,12.6,31.49,55.92,0.13,31.3,100
s6678,3084.6,4329,1971,3123,466.6,1977,0.472,34,344.6,73.31,37.75,2.06,7.2,9.53,2.836,16.2,-6.1,2.478,-2.4,54.4,57,393.2,58.7,0.137,6.95,6.94,8.63,7.54,6.02,3.8,5.13,4.54,4.97,5.43,6.74,6.66,-8.34,-6.97,-4.29,0.09,5.14,9.97,13.14,12.11,8.17,3.02,-4.04,-7.66,0.54,1.35,64.8,9.68,16,296.1,3.4,1.6,1.6,7.9,36,62.2,72,58.6,41.6,28.2,14,6.9,334,1.22,59.19,1.19,0.3,3.25,61.29,2.49,1.34,0.09,4.71,1.42,0.76,5.65,52.08,17.48,35.14,47.38,0.16,23.67,67.1
s6681,2925.6,4329,1750,2934,519.1,1753,0.456,31.6,344.1,74.09,46.16,2.99,7.8,10.38,3.076,17,-4.87,2.899,-0.5,55.8,57,419.2,53.6,0.134,7.05,7.03,8.5,7.41,5.99,3.87,4.92,4.48,5.36,5.87,6.8,6.82,-7.47,-5.94,-3.2,1.24,6.32,11.15,14.36,13.32,9.37,4.1,-3.02,-6.79,0.54,1.32,64.4,9.76,26.9,296.1,3.5,2,4.2,16,43.5,60.4,63.3,49.7,35.9,27,14.1,6.9,326.6,1.3,60.26,2.14,0.24,3.35,60.07,3.99,0.94,0.1,3.89,1.41,0.8,5.73,53.13,20.05,36.43,43.51,0.18,23.21,80.5
s6687,2721.6,4344,1466,2702,512,1468,0.436,25.3,7.9,61.81,30.38,3.51,11.1,10.87,3.178,18.2,-4.06,2.896,2.1,56.1,47,440.2,46.9,0.098,5.59,5.24,6.59,6.38,5.83,3.44,4.52,4.18,4.31,4.9,5.53,5.3,-7.32,-5.69,-2.54,2.03,7.2,11.95,15.31,14.3,10.19,4.74,-2.48,-6.6,0.72,1.49,64.9,10.28,45.4,186.7,1.9,1.4,3.6,13.3,38,47.1,43.1,30.6,20.5,15.1,7.8,3.7,226.1,1.32,55.76,2.44,0.55,2.75,49.59,4.95,1.48,0.11,3.52,1.4,0.7,5.8,50.79,20.79,37.48,41.73,0.19,23.64,79.1
s6691,2499,3413,1474,2488,466.8,1477,0.529,16.6,335.7,64.89,30.4,4.64,10.9,12.21,3.218,18.8,-2.08,2.563,2.5,52.5,47,473.2,45.5,0.091,5.25,5.97,7.66,6.2,5.57,3.01,4.68,4.6,4.92,5.92,5.87,5.24,-5.88,-3.97,-0.79,3.46,8.63,13.81,17.21,16.08,11.92,6.13,-0.86,-5.06,0.68,1.48,61.3,10.15,129.9,141.2,3,2,6.5,24.2,52.9,56.2,47.9,32.8,22.9,21.7,11.9,5.8,287.6,0.8,67.3,6.74,0.51,2.11,61.06,8,1.52,0.14,1.1,1.36,0.75,5.99,52.22,29.19,42.87,27.94,0.24,21.63,100
s6696,3196.6,4329,2576,3186,308.7,2579,0.354,31.4,197.8,86.34,57.28,0.76,1.2,8.39,1.723,11.6,-6.83,1.393,-6.4,53.2,54,364.4,60.8,0.199,9.5,9.51,9.73,8.26,5.92,3.25,5.33,5.17,5.45,6.44,8.44,9.31,-9.12,-7.85,-5.13,-0.85,4.29,9.29,12.36,11.34,7.49,2.22,-4.74,-8.41,0.59,1.38,70.2,9.93,19.8,315.8,3.3,1.6,0.9,5.2,47.7,85.6,80.8,54.8,36.6,26.7,13.5,6.7,363.4,1,49.88,0.79,0.13,2.24,44.97,1.27,0.46,0.09,4.3,1.39,0.7,5.86,44.29,17.96,39.56,42.48,0.18,28.69,96.1
s6697,3129.7,4295,2445,3117,332.1,2446,0.37,29.4,183.8,80.98,44.34,0.85,1.8,8.8,1.911,12.9,-6.56,1.493,-6,53.2,52,368.8,59.4,0.186,8.8,8.8,9.01,7.65,5.61,3.17,5.21,5.08,5.25,6.04,7.81,8.57,-8.95,-7.65,-4.82,-0.47,4.7,9.69,12.77,11.75,7.9,2.61,-4.4,-8.21,0.6,1.33,70.5,10.05,25.6,315.9,2.8,1.3,0.8,4.8,45.6,77.3,70.7,47.6,31.6,22.9,11.5,5.7,322.7,0.99,49.83,1.7,0.09,2.18,47.59,3.24,0.3,0.1,4.23,1.39,0.68,5.82,45.63,19.24,39.68,41.08,0.19,27.4,92.9
s6698,2917.8,3966,2370,2887,319,2371,0.343,19.7,170,62.19,27.05,1.22,2.4,10.09,1.88,13.2,-5.46,1.237,-6.3,53,54,383.7,50.7,0.083,6.43,5.85,5.7,4.95,4.72,3.17,5.18,5.07,4.97,4.92,5.32,5.79,-8.45,-6.99,-3.73,0.79,6.05,11.08,14.16,13.18,9.29,3.87,-3.32,-7.61,0.7,1.24,69.1,11.03,53.1,312,1.1,0.6,0.4,4.8,35.6,42.9,31.8,20,12.7,10,5,2.4,167.1,0.38,58.27,7.06,0.03,1.1,52.61,15.75,0.01,0.12,1.99,1.35,0.77,5.74,52.39,27.34,40.53,32.14,0.21,21.61,83.6
s6699,3112.2,4329,2336,3106,350.1,2343,0.389,24.9,204.4,65.18,25.23,0.78,2.5,8.98,2.083,13.3,-6.54,1.575,-6.6,52.9,56,368.5,56.4,0.117,6.43,6.47,6.88,6.03,4.88,3.01,5.11,4.85,4.62,4.86,5.82,6.22,-9.01,-7.7,-4.82,-0.39,4.77,9.74,12.82,11.81,7.97,2.74,-4.27,-8.19,0.64,1.37,70.9,10.43,26.6,313.5,1.9,0.9,0.4,3,32.2,56.4,50.9,34.8,22.7,16,7.8,3.9,230.8,0.6,55.41,2.33,0.36,1.45,51.1,4.33,0.94,0.1,4.75,1.41,0.7,5.82,47.22,18.29,36.44,45.27,0.18,24.01,47.6
s6702,2966.7,4257,2328,2941,331.2,2328,0.331,19.3,350.3,47.27,25.3,2.05,2.6,10.24,2.049,13.4,-5.84,1.243,-6.6,51.1,56,394.9,45,0.012,3.82,3.7,4.45,4.45,3.88,2.42,4.64,5.2,3.68,3.5,3.87,3.69,-8.69,-7.26,-3.87,0.78,6.03,10.92,13.87,12.89,9.13,3.84,-3.19,-7.72,0.56,2.07,73.2,11.11,37.8,59.3,0.8,0.4,1,4.8,21.2,25.3,21.9,15.7,9.9,8.1,3.7,1.8,114.6,0.65,50.55,2.68,0.04,1.58,42.27,9.04,0.24,0.1,3.51,1.4,0.82,5.79,47.81,19.75,39.97,40.29,0.17,19.59,50.6
s6729,2668.6,4347,1412,2695,566.6,1412,0.428,20.2,10.6,52.18,22.8,4.4,11.4,12.25,3.535,19.2,-3.32,3.405,3.4,52.7,49,466.4,41.1,0.037,4.57,4.26,5.18,4.59,4.19,2.5,4.59,4.74,4.21,4.66,4.5,4.19,-6.47,-4.63,-1.36,3.04,8.17,13.26,16.38,15.33,11.31,5.8,-1.19,-5.51,0.64,1.95,66.1,10.68,154.6,211.3,1.9,1.6,4.6,12.6,27.6,31.1,27.4,19.8,13.7,12,6.6,3.3,162.1,1.1,54.26,5.16,0.38,1.93,51.73,7.86,1.27,0.11,2.43,1.37,0.68,5.92,45.64,25.06,40.99,33.95,0.22,18.36,58.4
s6731,2618.9,4347,1320,2637,579.4,1337,0.429,22.2,359.3,55.43,26.99,4.39,11.1,11.99,3.648,19.6,-3.17,3.48,3.3,53.9,50,469.6,42.4,0.065,4.88,4.6,5.77,5.33,4.9,2.86,4.4,4.31,4.17,4.74,4.88,4.57,-6.61,-4.74,-1.44,3.05,8.22,13.19,16.46,15.41,11.28,5.7,-1.44,-5.74,0.7,1.53,65.6,10.62,118.6,192.6,1.8,1.4,4,12.6,31.3,36.9,33.1,23.7,16.1,12.9,6.9,3.3,184.1,1.49,53.79,4.12,0.46,2.71,48.46,6.48,1.38,0.11,2.89,1.38,0.67,5.87,47.28,23.02,39.64,37.34,0.21,20.25,72.2
s6767,2562.2,4174,2063,2394,420.9,1990,0.236,13.3,154.7,50.41,19.85,0.75,2.9,9.1,2.138,12.8,-6.63,0.978,-6.1,50.9,49,382.3,53.6,0.092,5.04,4.26,4.77,4.53,5.65,3.71,3.23,3.18,3.85,3.5,4.56,4.16,-10.3,-8.63,-4.95,0.32,5.53,10.08,13.97,13.06,8.21,2.63,-4.99,-9.51,0.96,2.31,64.6,11.28,190.1,286.3,1.3,0.6,0.3,1.4,19.2,36.7,34.2,24.5,16.5,11.5,5.4,2.6,154.4,0.6,19.24,6.24,1.03,0.77,14.04,9.71,2.1,0.1,3.3,1.37,0.48,5.6,50.04,18.48,37.16,44.36,0.22,15.9,80.2
s6769,2562.2,4174,2063,2394,420.9,1949,0.236,13.3,150.4,49.39,19.69,0.88,3.2,9.24,2.153,12.3,-6.5,1.048,-5.7,50.8,49,386,52.8,0.092,4.94,4.16,4.68,4.48,5.53,3.64,3.17,3.12,3.77,3.45,4.46,4.06,-10.18,-8.49,-4.8,0.46,5.67,10.22,14.13,13.24,8.36,2.75,-4.88,-9.39,0.94,2.27,65.2,11.3,179.7,289,1.2,0.6,0.3,1.5,19.1,35.3,32.4,23.1,15.5,10.8,5,2.4,147.3,0.58,18.59,5.87,1.1,0.75,13.85,9.33,2.12,0.1,3.31,1.37,0.49,5.62,49.32,18.45,37.7,43.85,0.22,15.83,82
s6776,2321,4191,1937,2183,354.8,1847,0.17,8.3,160.2,35.4,20.08,2.71,5.2,10.95,2.242,14.9,-5.02,2.095,-2.6,52,54,442.4,40.8,0.072,2.95,2.48,3.07,3.35,4.51,2.87,2.7,2.44,3.06,2.71,2.85,2.45,-9.3,-7.34,-3.2,2.15,7.47,12.3,16.28,15.31,10.22,4.21,-3.5,-8.34,0.83,2.14,60.4,12.26,238.6,139.1,0.6,0.3,0.1,1.2,10.1,16.9,15.5,11.2,7.7,5.5,2.3,1.1,72.4,0.73,8.74,2.84,0.56,0.86,7.52,4.96,1.28,0.11,3.38,1.36,0.4,5.75,41.13,17.27,36.52,46.21,0.25,10.85,90.6
s6791,2321,4191,1937,2183,354.8,1727,0.17,8.3,111.8,35.52,29.87,3.32,6.2,11.37,2.282,15.7,-4.47,2.188,-0.7,51.9,53,455.8,39.6,0.074,2.75,2.39,3.17,3.53,4.47,2.85,2.69,2.57,3.08,2.88,2.84,2.35,-8.52,-6.68,-2.71,2.5,7.78,12.61,16.63,15.69,10.64,4.64,-2.96,-7.63,0.82,2.16,60.3,12.45,209.3,158.2,0.6,0.3,0.2,1.9,11.4,16.9,15,10.9,7.6,5.5,2.3,1.1,73.5,0.82,11.22,2.69,0.8,0.97,9.84,4.67,1.63,0.11,3.25,1.36,0.42,5.74,40.38,18.2,37.51,44.29,0.26,12.28,94
s6798,2676.7,3766,2047,2660,335.1,2054,0.366,16.6,3.8,80.29,60.17,2.34,3.6,10.44,1.885,13.1,-5.11,1.037,-5.4,56.1,58,406.4,55.6,0.188,8.99,7.15,9.36,8.45,7.42,3.7,4.66,4.09,4.34,6.14,7.89,7.99,-8.1,-6.69,-3.36,1.45,6.46,11.08,14.62,13.8,9.36,4.15,-3.17,-7.48,0.86,1.61,63.3,10.25,60.2,254.2,3.1,1.5,1.9,21.3,69.2,77.1,70.7,51.3,33.6,25.3,13.1,6.4,374.3,1.24,65.62,6.75,0.57,1.9,53.03,10.89,1.76,0.1,3.18,1.4,0.59,5.87,53.18,19.73,36.42,43.86,0.19,33.69,55.9
s6810,2436.2,3766,1868,2368,378.4,1868,0.299,15.6,274.3,71.33,36.23,3.69,5.9,11.52,2.288,14.6,-4.12,1.337,-2.9,56.6,60,453.1,50.6,0.164,7.9,6.24,7.53,7.26,6.68,3.58,4.13,3.8,4.27,5.79,7.04,7.09,-7.8,-6.16,-2.57,2.68,7.76,12.46,16.18,15.34,10.66,5.12,-2.3,-6.85,0.83,1.92,59.2,10.8,218.9,255.2,2.4,1.2,3,27.3,64.3,61.3,50,36.6,26.1,19.6,10.3,4.9,307,1.11,50.5,7.32,0.41,1.85,41.71,13.04,1.31,0.13,2.48,1.35,0.73,5.89,54.48,25.13,38.17,36.7,0.21,33.57,74.7
s6812,2364.2,3766,1798,2267,372.5,1800,0.288,15.5,325.7,65.53,33.81,4.07,5.4,12.08,2.203,15.5,-3.55,1.563,-3.9,56.7,60,465.3,47.2,0.128,6.71,5.5,6.76,6.59,6.33,3.47,4.1,3.87,4.26,5.58,6.24,6.13,-7.37,-5.68,-1.98,3.26,8.36,13.11,16.83,15.97,11.3,5.67,-1.75,-6.39,0.83,2.07,60.1,11.08,180.3,241.7,1.9,0.9,2.8,24.1,53.9,50.1,39.7,28.6,20.3,15.4,8.1,3.8,249.7,0.98,45.33,6.09,0.33,1.78,38.72,11.2,1.1,0.13,2.54,1.35,0.76,5.92,53.86,25.04,37.51,37.46,0.22,28.08,83.3
s6818,2123.6,2579,1908,2094,122.3,1910,0.321,5.8,224.1,33.37,29.48,5.72,5.2,12.83,0.811,14.3,-2.12,0.623,-3.2,58.7,62,524.5,35.7,0.029,2.7,2.19,2.85,3.18,3.99,2.29,2.71,2.3,2.81,3.31,2.67,2.6,-7.06,-5.03,-1.08,4.31,9.6,14.84,18.82,17.87,12.65,6.34,-1.11,-5.84,0.47,1.95,59.3,12.27,508.5,207.3,0,0,1.3,11,14.4,7.6,4.4,2.8,2.2,1.8,0.4,0.1,45.9,0.44,0.94,0.05,0.04,0.28,0.74,0.2,0.12,0.13,2.72,1.32,0.37,5.99,41,22.26,39.65,38.09,0.29,12.98,100
s6820,2229.4,3766,1704,2118,325.4,1715,0.255,11.2,301.8,51.84,29.54,5.04,6.9,12.67,2.014,16,-2.85,1.49,-2.1,57.1,58,498.6,40.9,0.096,4.99,4.05,5.16,5.18,5.3,2.95,3.38,3.12,3.66,4.8,4.72,4.65,-7.13,-5.22,-1.36,3.93,9.11,14.07,17.95,17.01,12.07,6.11,-1.32,-6.03,0.74,1.98,58.9,11.91,194.6,233.1,1,0.5,2.3,18.1,36.4,31.7,24,16.5,11.6,9,4.4,2.1,157.7,0.63,27.59,3.43,0.22,1.11,24.9,6.93,0.9,0.12,3.29,1.36,0.58,5.93,48.34,21.64,35.84,42.52,0.23,21.72,89.9
s6860,2402.9,4101,1451,2352,543.8,1451,0.359,17.2,147.6,51.03,17.95,4.49,8,11.71,3.163,17.4,-3.61,2.796,-0.6,50,50,480.3,42.3,0.045,4.52,4.52,4.82,4.51,4.69,2.86,3.41,4.34,4.37,4.84,4.47,3.68,-7.78,-5.99,-1.92,2.99,8.04,12.87,16.8,15.86,11.14,5.34,-2.03,-6.66,0.99,1.88,69.5,10.79,70.1,188.9,1.2,0.8,1.3,7.6,24.4,30.5,26.3,18.8,12.9,10.4,5,2.4,141.7,1.36,45.94,7.56,1.1,2.51,38.74,12.51,1.54,0.1,3.95,1.4,0.89,5.65,47.88,18.4,38.35,43.25,0.16,24.57,100
s6862,2909.7,3642,2136,2923,319.4,2137,0.514,20.5,284.8,90.39,52.86,1.5,3.7,9.45,1.839,13.2,-5.16,1.38,-4.1,55.5,56,379,61.7,0.179,9.79,8.2,10.76,9.34,8.46,4.29,4.98,5.01,5.42,6.86,8.35,8.91,-7.91,-6.8,-3.98,0.65,5.58,10.11,13.55,12.81,8.76,3.58,-3.5,-7.33,0.73,1.61,68.7,9.75,21.7,231.1,5.9,2.9,2.1,14.8,71.7,105.5,110.5,89.2,64,46.7,23.5,11.6,548.2,0.35,73.64,0.67,0.51,0.85,75.58,1.67,1.5,0.12,3.12,1.42,0.46,6,51.49,19.41,40,40.59,0.24,36.07,53
s6865,3004.2,3642,2129,3105,325.8,2131,0.578,22.8,296.2,94.22,50.76,1.32,3.8,8.64,2.044,14,-5.32,1.11,-3.5,56.6,56,372.7,66.1,0.204,10.12,8.58,11.52,10.29,8.95,4.2,4.75,4.62,5.08,7.2,9.08,9.82,-8.27,-7.18,-4.42,0.09,5.05,9.53,13.05,12.23,8.1,3,-3.96,-7.65,0.75,1.65,66.5,10.03,47.9,225.5,6.7,3.2,2,13.4,71.8,113,129.1,105.8,72.9,52.7,26.6,13.2,610.3,0.01,67.9,1.19,0.27,0.02,63.36,3.06,0.53,0.13,1.97,1.38,0.6,6,40.35,22.04,43.52,34.44,0.23,36.56,75.4
s6867,2812.3,3642,1952,2805,361.3,1953,0.509,21,305.2,83.37,41.24,2.12,6.1,9.95,2.188,15.6,-4.45,1.672,-2.6,55.9,54,395.2,58.7,0.167,8.65,7.4,9.75,8.7,7.91,4,4.71,4.68,5.03,6.6,7.74,8.21,-7.41,-6.23,-3.34,1.3,6.29,10.87,14.35,13.57,9.42,4.16,-2.9,-6.76,0.76,1.58,69.9,9.95,38.4,229.2,4.8,2.5,3.1,20.4,71.8,92.4,91.2,71.3,49.7,36.5,18.9,9.4,471.8,0.33,72.43,2.04,0.35,0.72,70.24,4.47,0.96,0.13,2.21,1.4,0.63,6,49.39,22.54,41.93,35.52,0.25,31.52,74.3
s6869,2578.4,3642,1800,2524,437.6,1813,0.423,19.6,301.4,71.2,38.49,3.3,5.5,11.39,2.705,16.1,-3.48,1.93,-2.6,55.7,60,431,50.7,0.124,6.82,5.97,7.86,7.33,6.86,3.68,4.49,4.44,4.73,6,6.39,6.59,-6.74,-5.31,-2.11,2.63,7.67,12.34,15.9,15.07,10.78,5.33,-1.83,-5.99,0.84,1.55,68.9,10.22,48.7,229.4,3.1,1.8,3.7,21.5,56.1,64.6,60.9,47,32.8,24.3,12.7,6.2,334.6,0.86,64.19,6.27,0.23,1.98,56.71,12.86,0.58,0.13,2,1.37,0.7,6,47.4,24.37,42.45,33.18,0.25,25.34,83.8
